ID,Loan_Type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship,Default
406,Car ,Female,53,College ,95259,685,2,2,Citizen    ,0
407,Car ,Female,50,Gradaute,120905,641,2,2,Citizen    ,0
408,Home,Male  ,44,HS      ,53413,505,3,2,Citizen    ,0
409,Home,Female,46,HS      ,81750,579,7,2,Citizen    ,0
410,Car ,Male  ,32,HS      ,83209,576,0,2,Citizen    ,0
411,Car ,Female,29,College ,84191,588,0,2,Citizen    ,0
412,Car ,Female,42,HS      ,108036,605,0,2,Citizen    ,0
413,Car ,Female,41,College ,99189,540,0,2,Non-citizen,1
414,Home,Female,44,HS      ,79854,684,2,2,Citizen    ,0
415,Car ,Male  ,52,HS      ,70678,570,0,2,Citizen    ,0
416,Car ,Male  ,49,Gradaute,107097,651,2,2,Citizen    ,0
417,Car ,Male  ,56,College ,120219,639,1,2,Citizen    ,0
418,Car ,Female,43,HS      ,118860,539,1,2,Citizen    ,0
419,Car ,Male  ,47,HS      ,111913,683,0,2,Citizen    ,0
420,Home,Male  ,46,HS      ,72652,569,2,2,Citizen    ,0
421,Home,Male  ,40,College ,116710,501,5,2,Citizen    ,0
422,Car ,Female,46,College ,115253,695,3,2,Citizen    ,1
423,Car ,Female,54,HS      ,74634,618,0,2,Citizen    ,0
424,Car ,Female,56,HS      ,101975,659,1,2,Citizen    ,0
425,Car ,Male  ,35,College ,127232,583,2,2,Citizen    ,0
426,Home,Male  ,41,HS      ,84763,623,2,2,Citizen    ,0
427,Car ,Male  ,44,HS      ,140787,573,1,2,Citizen    ,0
428,Car ,Female,45,HS      ,94827,530,0,2,Citizen    ,0
429,Car ,Female,40,HS      ,89780,625,0,2,Citizen    ,0
430,Car ,Male  ,38,HS      ,85635,527,0,2,Citizen    ,0
431,Car ,Male  ,39,HS      ,81346,631,0,2,Citizen    ,0
432,Car ,Male  ,39,HS      ,106550,560,2,2,Citizen    ,0
433,Car ,Male  ,49,HS      ,79303,702,0,2,Citizen    ,0
434,Car ,Female,48,Gradaute,89068,595,3,2,Citizen    ,0
435,Home,Female,44,College ,111674,701,10,2,Citizen    ,0
436,Car ,Male  ,57,HS      ,101010,659,3,2,Citizen    ,0
437,Home,Male  ,40,HS      ,66717,645,0,2,Citizen    ,0
438,Car ,Male  ,39,College ,102409,625,2,2,Citizen    ,0
439,Car ,Male  ,49,College ,83150,607,3,2,Citizen    ,0
440,Car ,Male  ,44,HS      ,93250,532,2,2,Citizen    ,0
441,Home,Female,30,HS      ,119535,614,5,2,Citizen    ,0
442,Car ,Male  ,36,College ,131647,596,1,2,Citizen    ,0
443,Car ,Male  ,43,HS      ,91123,613,2,2,Citizen    ,0
444,Car ,Female,36,HS      ,106879,623,2,2,Citizen    ,0
445,Car ,Female,41,HS      ,123004,699,0,2,Non-citizen,0
446,Car ,Female,50,College ,90253,615,3,2,Citizen    ,0
447,Car ,Female,41,HS      ,112445,572,1,2,Citizen    ,0
448,Home,Female,33,HS      ,87944,533,5,2,Citizen    ,0
449,Car ,Male  ,43,College ,108624,611,2,2,Citizen    ,0
450,Car ,Female,55,College ,125573,597,3,2,Citizen    ,0
451,Car ,Female,37,HS      ,72853,452,0,2,Citizen    ,0
452,Car ,Male  ,42,HS      ,122876,593,2,2,Citizen    ,0
453,Car ,Female,42,Gradaute,76813,599,1,2,Citizen    ,0
454,Car ,Male  ,38,College ,114388,552,0,2,Citizen    ,0
455,Car ,Male  ,44,HS      ,74075,586,3,2,Citizen    ,0
456,Car ,Female,40,HS      ,116857,616,0,2,Citizen    ,0
457,Car ,Female,39,HS      ,113036,626,3,2,Citizen    ,0
458,Home,Male  ,29,HS      ,100284,543,9,2,Citizen    ,0
459,Car ,Female,51,HS      ,92992,650,2,1,Citizen    ,0
460,Home,Male  ,33,HS      ,77608,563,2,2,Citizen    ,0
461,Home,Male  ,32,HS      ,79725,462,10,2,Citizen    ,0
462,Car ,Male  ,48,HS      ,67437,642,3,2,Citizen    ,0
463,Car ,Female,33,HS      ,93955,581,0,2,Citizen    ,0
464,Home,Male  ,55,HS      ,102176,607,13,2,Citizen    ,0
465,Car ,Male  ,41,College ,101409,665,2,2,Citizen    ,0
466,Car ,Male  ,38,HS      ,75265,604,0,2,Citizen    ,0
467,Car ,Female,40,HS      ,69944,582,1,2,Citizen    ,0
468,Car ,Male  ,39,HS      ,75964,559,2,2,Citizen    ,0
469,Car ,Female,33,HS      ,71606,563,0,1,Citizen    ,0
470,Home,Male  ,43,HS      ,109159,566,8,2,Citizen    ,0
471,Home,Male  ,42,HS      ,119276,640,7,2,Citizen    ,0
472,Home,Female,45,HS      ,80671,699,7,2,Citizen    ,0
473,Car ,Female,42,Gradaute,102688,656,2,2,Citizen    ,1
474,Car ,Male  ,47,HS      ,97613,598,1,2,Citizen    ,0
475,Car ,Male  ,34,College ,114805,544,1,2,Citizen    ,0
476,Car ,Female,48,HS      ,88976,572,1,2,Citizen    ,0
477,Home,Male  ,47,College ,88143,630,8,2,Citizen    ,0
478,Home,Female,36,HS      ,55916,563,6,2,Citizen    ,0
479,Car ,Male  ,45,HS      ,68525,644,0,2,Citizen    ,0
480,Car ,Male  ,30,HS      ,95725,653,0,2,Citizen    ,0
481,Home,Male  ,46,HS      ,101531,578,11,2,Citizen    ,0
482,Car ,Male  ,47,HS      ,110843,607,2,2,Citizen    ,0
483,Car ,Male  ,31,HS      ,65063,477,0,2,Citizen    ,0
484,Car ,Female,35,HS      ,89168,632,1,2,Citizen    ,0
485,Car ,Female,47,HS      ,120479,710,2,2,Citizen    ,0
486,Car ,Male  ,34,HS      ,92419,560,1,2,Citizen    ,0
487,Car ,Male  ,51,HS      ,80782,562,0,2,Citizen    ,0
488,Home,Male  ,45,HS      ,90216,581,6,2,Citizen    ,0
489,Car ,Male  ,38,HS      ,82131,600,0,2,Citizen    ,0
490,Car ,Female,44,Gradaute,114328,556,3,2,Citizen    ,0
491,Car ,Male  ,48,HS      ,106250,621,0,2,Citizen    ,0
492,Home,Female,44,College ,85907,491,6,2,Citizen    ,0
493,Home,Female,36,HS      ,113961,659,4,2,Citizen    ,0
494,Car ,Male  ,54,HS      ,80983,591,1,2,Citizen    ,0
495,Car ,Male  ,24,HS      ,64642,652,0,2,Citizen    ,0
496,Home,Male  ,33,HS      ,97980,658,7,2,Citizen    ,0
497,Home,Female,40,College ,69611,609,7,2,Citizen    ,0
498,Home,Male  ,41,HS      ,93844,638,6,2,Citizen    ,0
499,Car ,Male  ,34,HS      ,88094,618,0,2,Citizen    ,0
500,Car ,Male  ,45,College ,97515,585,3,2,Citizen    ,0
501,Car ,Female,47,HS      ,127611,597,2,1,Citizen    ,0
502,Car ,Male  ,33,HS      ,120653,638,2,2,Citizen    ,0
503,Car ,Female,48,HS      ,87623,584,0,2,Citizen    ,0
504,Car ,Male  ,37,HS      ,76163,578,2,2,Citizen    ,0
505,Car ,Male  ,47,College ,93307,571,1,2,Citizen    ,0
506,Home,Male  ,35,HS      ,96804,630,5,1,Citizen    ,0
507,Home,Male  ,47,College ,81461,775,6,2,Citizen    ,0
508,Car ,Female,45,College ,119436,639,0,2,Citizen    ,0
509,Car ,Male  ,45,HS      ,92921,674,1,2,Citizen    ,0
510,Car ,Female,43,HS      ,109026,593,1,2,Citizen    ,0
511,Car ,Female,46,College ,103601,658,2,2,Citizen    ,0
512,Car ,Male  ,50,College ,94578,585,3,2,Citizen    ,0
513,Car ,Male  ,50,HS      ,96042,614,2,2,Citizen    ,0
514,Home,Male  ,35,HS      ,91465,540,5,2,Citizen    ,0
515,Home,Male  ,45,HS      ,87212,684,5,2,Citizen    ,0
516,Car ,Male  ,41,HS      ,97202,785,1,2,Citizen    ,1
517,Car ,Female,38,HS      ,95068,558,1,2,Citizen    ,0
518,Home,Male  ,40,College ,77838,601,8,1,Citizen    ,0
519,Car ,Female,51,HS      ,113921,677,0,2,Citizen    ,0
520,Car ,Male  ,49,College ,87883,720,3,2,Citizen    ,0
521,Home,Male  ,51,HS      ,114891,617,8,2,Citizen    ,0
522,Car ,Male  ,51,College ,112162,602,3,2,Citizen    ,0
523,Car ,Male  ,42,College ,68536,654,0,2,Citizen    ,0
524,Car ,Male  ,53,HS      ,118509,691,0,2,Citizen    ,1
525,Home,Male  ,40,HS      ,70753,521,7,2,Citizen    ,0
526,Car ,Female,49,College ,112219,664,1,2,Non-citizen,0
527,Car ,Male  ,42,College ,90458,471,2,2,Citizen    ,0
528,Car ,Male  ,42,HS      ,101512,576,3,2,Citizen    ,0
529,Car ,Male  ,44,College ,83725,588,2,2,Citizen    ,0
530,Home,Male  ,46,HS      ,85747,662,3,2,Citizen    ,0
531,Car ,Male  ,50,HS      ,115657,631,2,2,Citizen    ,0
532,Car ,Female,42,HS      ,112556,637,2,1,Citizen    ,0
533,Car ,Female,52,Gradaute,123444,690,2,1,Non-citizen,1
534,Home,Female,39,HS      ,122509,627,6,2,Citizen    ,0
535,Car ,Male  ,34,HS      ,70708,654,1,2,Citizen    ,0
536,Car ,Male  ,38,College ,83865,566,0,2,Citizen    ,1
537,Car ,Male  ,45,HS      ,109564,616,1,2,Citizen    ,0
538,Car ,Female,51,Gradaute,105208,733,3,2,Citizen    ,0
539,Car ,Male  ,40,College ,81726,553,0,2,Citizen    ,0
540,Car ,Male  ,33,HS      ,81146,702,0,2,Citizen    ,0
541,Car ,Male  ,42,HS      ,84029,618,1,2,Citizen    ,0
542,Home,Female,39,HS      ,121291,556,6,2,Citizen    ,1
543,Car ,Male  ,43,College ,120473,613,2,2,Citizen    ,0
544,Home,Male  ,36,HS      ,110647,585,8,2,Citizen    ,0
545,Car ,Male  ,43,HS      ,103793,680,3,1,Citizen    ,0
546,Car ,Male  ,47,HS      ,84822,655,3,1,Citizen    ,0
547,Car ,Female,46,Gradaute,93990,741,3,2,Non-citizen,1
548,Home,Male  ,44,HS      ,99915,488,3,2,Citizen    ,0
549,Car ,Female,35,Gradaute,74995,635,0,2,Non-citizen,0
550,Car ,Female,51,HS      ,117071,609,0,1,Citizen    ,0
551,Car ,Male  ,29,HS      ,121462,566,0,2,Citizen    ,0
552,Car ,Female,53,Gradaute,104113,682,2,2,Citizen    ,0
553,Home,Male  ,41,HS      ,57556,505,3,2,Citizen    ,0
554,Car ,Female,41,HS      ,89158,563,0,2,Citizen    ,0
555,Car ,Female,33,HS      ,83195,481,0,2,Citizen    ,0
556,Car ,Female,41,HS      ,90136,518,2,2,Citizen    ,0
557,Car ,Male  ,35,HS      ,94961,526,0,2,Citizen    ,0
558,Car ,Male  ,46,HS      ,97995,516,0,2,Citizen    ,0
559,Home,Female,40,HS      ,109967,642,7,2,Citizen    ,0
560,Car ,Female,41,HS      ,120044,746,1,2,Citizen    ,0
561,Car ,Male  ,36,HS      ,101401,581,0,2,Citizen    ,0
562,Car ,Male  ,36,HS      ,103486,620,2,2,Citizen    ,0
563,Home,Male  ,50,HS      ,96958,596,7,2,Citizen    ,0
564,Home,Male  ,55,HS      ,99347,687,7,2,Citizen    ,0
565,Car ,Female,45,HS      ,106629,655,2,2,Citizen    ,0
566,Car ,Female,53,College ,107720,743,3,1,Citizen    ,1
567,Car ,Male  ,45,College ,59721,560,0,2,Citizen    ,0
568,Car ,Female,47,College ,132663,724,2,1,Non-citizen,0
569,Home,Male  ,46,College ,119322,648,7,2,Citizen    ,0
570,Car ,Female,39,College ,105644,582,2,2,Citizen    ,0
571,Home,Male  ,41,HS      ,114628,599,0,2,Citizen    ,0
572,Car ,Female,33,HS      ,114313,635,0,2,Citizen    ,0
573,Home,Female,46,HS      ,109345,628,11,2,Citizen    ,0
574,Car ,Female,53,HS      ,94195,525,1,2,Citizen    ,0
575,Home,Female,44,HS      ,114406,679,5,2,Citizen    ,0
576,Home,Male  ,43,HS      ,116973,664,8,2,Citizen    ,0
577,Home,Female,47,College ,122232,678,7,2,Citizen    ,0
578,Car ,Female,45,Gradaute,123065,642,2,2,Citizen    ,1
579,Home,Male  ,54,HS      ,95154,593,9,1,Citizen    ,0
580,Car ,Male  ,44,HS      ,101525,535,0,2,Citizen    ,0
581,Car ,Female,45,College ,98490,717,1,2,Citizen    ,0
582,Car ,Male  ,37,College ,97314,617,3,1,Citizen    ,0
583,Home,Female,48,HS      ,83052,604,5,1,Citizen    ,0
584,Car ,Female,39,HS      ,118404,630,0,1,Citizen    ,0
585,Car ,Male  ,46,HS      ,101158,632,3,2,Citizen    ,0
586,Home,Male  ,38,HS      ,91920,584,7,2,Citizen    ,0
587,Home,Male  ,43,HS      ,82312,477,1,2,Citizen    ,0
588,Home,Male  ,35,HS      ,78448,609,8,2,Citizen    ,0
589,Home,Male  ,35,HS      ,84759,615,4,2,Citizen    ,0
590,Home,Male  ,44,HS      ,99072,777,7,2,Citizen    ,0
591,Home,Female,42,College ,93705,587,6,2,Citizen    ,0
592,Car ,Male  ,35,HS      ,108584,630,0,2,Citizen    ,0
593,Car ,Female,39,Gradaute,98791,634,1,2,Non-citizen,0
594,Car ,Male  ,46,HS      ,101439,661,0,2,Citizen    ,1
595,Home,Male  ,43,HS      ,121200,550,8,2,Citizen    ,0
596,Car ,Male  ,26,HS      ,56397,538,0,2,Citizen    ,0
597,Car ,Female,38,HS      ,83498,694,0,1,Citizen    ,0
598,Car ,Female,41,HS      ,98914,589,1,2,Citizen    ,0
599,Car ,Male  ,41,HS      ,105853,555,1,2,Citizen    ,0
600,Home,Female,48,HS      ,94949,630,5,2,Citizen    ,0
601,Car ,Female,34,HS      ,103728,656,2,1,Citizen    ,0
602,Car ,Female,48,College ,115287,651,2,2,Citizen    ,0
603,Car ,Male  ,44,HS      ,102137,594,1,2,Citizen    ,0
604,Home,Female,32,College ,95647,559,7,2,Citizen    ,0
605,Car ,Male  ,46,HS      ,75777,551,0,2,Citizen    ,0
606,Home,Male  ,44,College ,104945,627,14,2,Citizen    ,0
607,Car ,Male  ,29,HS      ,99674,577,0,2,Citizen    ,0
608,Home,Male  ,41,College ,83289,558,8,2,Citizen    ,0
609,Car ,Female,48,HS      ,109876,650,2,2,Citizen    ,0
610,Home,Male  ,32,HS      ,61820,547,2,2,Citizen    ,0
611,Car ,Male  ,47,HS      ,99958,522,1,2,Citizen    ,0
612,Home,Female,43,HS      ,93071,606,3,2,Citizen    ,0
613,Car ,Male  ,34,HS      ,91068,627,1,2,Citizen    ,0
614,Home,Male  ,33,HS      ,115094,714,9,2,Citizen    ,0
615,Home,Female,34,HS      ,85744,703,5,2,Citizen    ,1
616,Car ,Female,57,Gradaute,103925,676,1,2,Non-citizen,0
617,Car ,Male  ,43,HS      ,69818,611,0,2,Citizen    ,0
618,Car ,Female,53,College ,119650,589,1,2,Non-citizen,0
619,Car ,Female,44,College ,115049,569,2,2,Citizen    ,0
620,Car ,Female,49,College ,94946,650,1,2,Citizen    ,0
621,Home,Female,38,HS      ,87019,637,3,2,Citizen    ,0
622,Car ,Male  ,44,College ,92800,549,3,2,Citizen    ,0
623,Car ,Female,35,HS      ,80559,701,0,2,Citizen    ,0
624,Car ,Male  ,41,HS      ,97224,624,1,1,Citizen    ,0
625,Car ,Female,47,HS      ,90720,609,3,2,Citizen    ,0
626,Car ,Female,47,HS      ,90947,664,2,1,Citizen    ,0
627,Car ,Male  ,46,College ,87839,543,1,2,Citizen    ,0
628,Home,Male  ,41,HS      ,79163,536,6,2,Citizen    ,0
629,Car ,Male  ,43,HS      ,107491,576,0,1,Citizen    ,0
630,Car ,Male  ,37,HS      ,70410,609,0,2,Citizen    ,0
631,Home,Female,45,HS      ,124777,723,7,2,Citizen    ,0
632,Car ,Female,51,HS      ,92203,673,0,1,Citizen    ,0
633,Car ,Male  ,47,HS      ,85847,605,0,2,Citizen    ,0
634,Home,Male  ,39,HS      ,92451,588,5,2,Citizen    ,0
635,Car ,Female,43,HS      ,111023,641,1,2,Citizen    ,0
636,Car ,Female,45,HS      ,109479,615,1,2,Citizen    ,0
637,Home,Male  ,38,HS      ,75416,585,5,2,Citizen    ,0
638,Car ,Male  ,44,Gradaute,76821,568,2,2,Citizen    ,0
639,Home,Female,37,College ,108077,603,9,2,Citizen    ,0
640,Car ,Female,47,College ,89303,643,2,1,Citizen    ,1
641,Car ,Female,48,HS      ,104973,709,1,2,Citizen    ,0
642,Car ,Female,45,College ,112422,613,2,2,Citizen    ,0
643,Car ,Male  ,40,HS      ,83503,564,0,2,Citizen    ,0
644,Car ,Male  ,42,HS      ,107131,608,0,2,Citizen    ,0
645,Home,Female,36,HS      ,85450,610,4,2,Citizen    ,0
646,Car ,Female,42,HS      ,84303,656,0,2,Citizen    ,0
647,Car ,Female,41,College ,96638,671,2,2,Citizen    ,0
648,Car ,Female,36,HS      ,78946,557,0,2,Citizen    ,0
649,Car ,Male  ,43,College ,67920,632,0,2,Citizen    ,0
650,Car ,Female,45,HS      ,97505,618,0,2,Citizen    ,1
651,Home,Male  ,49,HS      ,89720,602,1,2,Citizen    ,0
652,Home,Male  ,35,HS      ,122706,583,6,2,Citizen    ,0
653,Car ,Male  ,46,HS      ,109763,638,0,2,Citizen    ,0
654,Home,Male  ,32,HS      ,86462,566,6,2,Citizen    ,0
655,Car ,Female,56,Gradaute,135156,673,2,2,Citizen    ,1
656,Home,Female,50,HS      ,99471,718,0,2,Citizen    ,0
657,Car ,Female,41,HS      ,100161,652,1,2,Citizen    ,0
658,Car ,Female,41,HS      ,93052,612,0,2,Citizen    ,0
659,Car ,Male  ,43,HS      ,75819,570,2,2,Citizen    ,0
660,Car ,Female,38,HS      ,96671,695,2,2,Citizen    ,0
661,Home,Male  ,36,HS      ,101256,597,2,2,Citizen    ,0
662,Car ,Female,34,Gradaute,113531,671,2,2,Citizen    ,1
663,Car ,Male  ,46,HS      ,84402,619,0,2,Citizen    ,0
664,Home,Male  ,36,HS      ,101790,569,6,2,Citizen    ,0
665,Car ,Female,46,HS      ,102701,569,3,1,Citizen    ,0
666,Car ,Female,47,College ,140220,735,2,2,Citizen    ,0
667,Car ,Male  ,41,HS      ,102863,590,0,2,Citizen    ,0
668,Car ,Male  ,32,HS      ,87778,616,2,2,Citizen    ,0
669,Home,Female,46,College ,86501,629,12,1,Citizen    ,0
670,Home,Female,43,HS      ,102367,589,8,2,Citizen    ,0
671,Car ,Male  ,34,College ,90661,576,0,2,Citizen    ,0
672,Home,Female,49,HS      ,97635,714,5,2,Citizen    ,0
673,Home,Male  ,37,HS      ,89572,598,2,2,Citizen    ,0
674,Home,Male  ,42,HS      ,108829,699,7,1,Citizen    ,0
675,Car ,Male  ,41,HS      ,93533,581,0,2,Citizen    ,0
676,Home,Male  ,41,College ,105459,608,13,2,Citizen    ,1
677,Car ,Female,44,College ,104436,625,0,2,Citizen    ,0
678,Home,Male  ,46,HS      ,107246,654,10,2,Citizen    ,0
679,Car ,Male  ,41,HS      ,79444,587,0,2,Citizen    ,0
680,Car ,Female,51,College ,106328,749,2,2,Non-citizen,0
681,Car ,Male  ,39,HS      ,105976,661,1,1,Citizen    ,0
682,Home,Female,44,Gradaute,93994,683,11,2,Citizen    ,0
683,Home,Female,38,HS      ,88894,628,5,2,Citizen    ,0
684,Car ,Male  ,35,HS      ,61728,534,0,2,Citizen    ,0
685,Home,Male  ,46,HS      ,99711,662,12,1,Citizen    ,0
686,Car ,Female,40,College ,86159,643,0,2,Citizen    ,0
687,Car ,Female,42,HS      ,87053,624,1,2,Citizen    ,0
688,Home,Male  ,49,HS      ,103573,604,10,2,Citizen    ,0
689,Car ,Male  ,44,HS      ,65005,713,0,2,Citizen    ,1
690,Home,Male  ,39,HS      ,85973,540,3,2,Citizen    ,0
691,Car ,Male  ,40,HS      ,64613,618,0,2,Citizen    ,0
692,Car ,Female,44,HS      ,95595,568,0,2,Citizen    ,0
693,Car ,Male  ,41,HS      ,61649,592,0,2,Citizen    ,0
694,Home,Male  ,46,HS      ,92772,740,4,2,Citizen    ,0
695,Car ,Female,44,HS      ,86942,568,2,2,Citizen    ,0
696,Car ,Female,46,HS      ,63190,702,1,2,Citizen    ,0
697,Home,Male  ,47,HS      ,104779,696,7,2,Citizen    ,0
698,Car ,Male  ,53,College ,95542,556,2,2,Citizen    ,0
699,Car ,Female,37,College ,88263,587,1,1,Citizen    ,0
700,Car ,Male  ,40,HS      ,85449,536,0,2,Citizen    ,1
701,Home,Male  ,43,HS      ,89154,591,4,2,Citizen    ,0
702,Home,Male  ,40,HS      ,98471,662,4,2,Citizen    ,0
703,Car ,Male  ,49,College ,98863,643,2,2,Citizen    ,0
704,Home,Female,45,HS      ,102348,546,5,2,Citizen    ,0
705,Home,Male  ,38,HS      ,64813,468,7,2,Citizen    ,0
706,Car ,Male  ,37,HS      ,79426,579,1,2,Citizen    ,0
707,Home,Male  ,46,Gradaute,90416,640,11,2,Citizen    ,0
708,Car ,Female,41,College ,84974,602,1,2,Citizen    ,0
709,Car ,Male  ,42,College ,108786,705,2,2,Citizen    ,0
710,Home,Male  ,42,HS      ,88753,558,6,2,Citizen    ,0
711,Home,Male  ,33,HS      ,70548,535,5,2,Citizen    ,0
712,Car ,Male  ,42,HS      ,113174,644,0,2,Citizen    ,0
713,Home,Male  ,47,HS      ,84607,652,9,2,Citizen    ,0
714,Car ,Female,39,HS      ,108313,681,2,2,Citizen    ,0
715,Car ,Female,41,HS      ,119686,600,1,1,Citizen    ,0
716,Car ,Male  ,37,HS      ,83496,507,0,2,Citizen    ,0
717,Car ,Male  ,30,HS      ,72949,499,0,2,Citizen    ,0
718,Car ,Male  ,48,HS      ,100749,512,1,2,Citizen    ,0
719,Car ,Male  ,34,College ,94148,625,1,1,Citizen    ,0
720,Car ,Female,51,College ,124110,664,1,1,Citizen    ,0
721,Home,Male  ,48,HS      ,75398,600,11,1,Citizen    ,0
722,Car ,Male  ,38,College ,97842,557,2,2,Citizen    ,0
723,Car ,Female,46,College ,107163,711,1,1,Citizen    ,0
724,Car ,Male  ,41,HS      ,111052,611,1,2,Citizen    ,0
725,Car ,Female,38,College ,102906,627,2,1,Citizen    ,0
726,Car ,Female,44,College ,119756,606,2,2,Citizen    ,0
727,Car ,Male  ,38,College ,80667,524,1,2,Citizen    ,0
728,Car ,Female,42,HS      ,99314,659,0,2,Citizen    ,0
729,Car ,Male  ,52,College ,106805,631,0,2,Non-citizen,0
730,Car ,Male  ,33,HS      ,89059,560,1,2,Citizen    ,0
731,Car ,Male  ,43,HS      ,102051,635,0,2,Citizen    ,0
732,Car ,Female,37,HS      ,112473,497,0,2,Citizen    ,0
733,Car ,Female,40,HS      ,110347,605,1,2,Citizen    ,0
734,Home,Male  ,46,HS      ,113547,562,8,2,Citizen    ,0
735,Car ,Male  ,52,HS      ,112583,658,3,1,Citizen    ,0
736,Home,Male  ,30,HS      ,66511,514,5,2,Citizen    ,0
737,Car ,Female,51,HS      ,106488,650,1,2,Citizen    ,0
738,Car ,Male  ,43,HS      ,71642,561,0,2,Citizen    ,0
739,Car ,Male  ,31,HS      ,79613,624,0,2,Citizen    ,0
740,Car ,Female,44,HS      ,97169,633,3,1,Citizen    ,0
741,Home,Female,34,HS      ,120747,586,5,2,Citizen    ,0
742,Car ,Male  ,46,HS      ,89105,550,3,2,Citizen    ,0
743,Car ,Female,49,HS      ,97799,658,1,2,Non-citizen,0
744,Car ,Female,43,HS      ,66134,564,0,2,Citizen    ,0
745,Car ,Female,38,HS      ,100078,644,0,2,Citizen    ,0
746,Car ,Female,38,HS      ,127735,612,2,2,Citizen    ,1
747,Car ,Male  ,39,College ,82112,713,3,2,Citizen    ,1
748,Home,Male  ,37,HS      ,77376,556,2,2,Citizen    ,0
749,Car ,Female,40,HS      ,107645,660,2,2,Citizen    ,0
750,Car ,Male  ,40,HS      ,81750,496,2,2,Citizen    ,0
751,Home,Female,36,HS      ,66473,514,5,2,Citizen    ,0
752,Car ,Male  ,35,HS      ,75283,538,1,2,Citizen    ,0
753,Home,Female,41,HS      ,110422,693,2,2,Citizen    ,0
754,Car ,Male  ,51,College ,101498,688,3,1,Citizen    ,1
755,Home,Male  ,42,HS      ,69180,590,2,2,Citizen    ,0
756,Car ,Male  ,45,HS      ,74423,574,2,2,Citizen    ,0
757,Car ,Male  ,50,HS      ,100783,653,1,1,Citizen    ,0
758,Car ,Female,46,HS      ,90736,690,0,1,Citizen    ,0
759,Home,Male  ,38,HS      ,97007,563,0,2,Citizen    ,0
760,Home,Male  ,52,HS      ,108001,561,10,2,Citizen    ,0
761,Home,Male  ,40,College ,89546,704,7,2,Citizen    ,0
762,Home,Male  ,42,HS      ,112497,554,8,2,Citizen    ,0
763,Car ,Male  ,32,HS      ,63293,586,0,2,Citizen    ,0
764,Car ,Female,34,HS      ,81891,683,0,2,Citizen    ,1
765,Car ,Male  ,47,College ,85524,590,1,2,Citizen    ,0
766,Car ,Female,42,HS      ,107848,657,2,2,Citizen    ,1
767,Car ,Male  ,48,HS      ,98357,599,1,2,Citizen    ,0
768,Home,Male  ,38,HS      ,113308,600,10,2,Citizen    ,0
769,Car ,Male  ,49,HS      ,90435,778,1,2,Citizen    ,0
770,Car ,Female,36,HS      ,95659,557,1,2,Citizen    ,0
771,Car ,Female,49,HS      ,101074,632,0,2,Citizen    ,0
772,Home,Male  ,28,HS      ,48991,571,3,2,Citizen    ,0
773,Car ,Male  ,36,College ,76197,496,1,2,Citizen    ,0
774,Car ,Female,45,HS      ,86833,548,0,2,Citizen    ,0
775,Car ,Male  ,34,HS      ,61076,483,2,2,Citizen    ,0
776,Home,Male  ,35,HS      ,113555,563,4,2,Citizen    ,0
777,Car ,Male  ,52,College ,131046,628,2,2,Citizen    ,0
778,Car ,Female,45,HS      ,91765,606,1,2,Citizen    ,1
779,Car ,Female,49,HS      ,127703,600,1,2,Citizen    ,0
780,Home,Male  ,36,HS      ,79281,523,8,2,Citizen    ,0
781,Car ,Female,48,HS      ,112970,556,1,2,Citizen    ,0
782,Home,Male  ,44,HS      ,92037,553,7,2,Citizen    ,0
783,Car ,Female,54,HS      ,109130,695,0,1,Citizen    ,0
784,Car ,Female,47,HS      ,100167,669,0,2,Citizen    ,0
785,Car ,Female,47,HS      ,102549,643,3,1,Citizen    ,0
786,Car ,Female,42,HS      ,89811,712,0,1,Citizen    ,0
787,Car ,Male  ,32,HS      ,94539,618,1,2,Citizen    ,0
788,Car ,Male  ,42,HS      ,77790,556,1,2,Citizen    ,0
789,Home,Male  ,37,HS      ,75418,567,4,2,Citizen    ,0
790,Car ,Female,40,HS      ,110722,603,0,2,Citizen    ,0
791,Car ,Female,49,HS      ,116579,625,0,2,Citizen    ,0
792,Car ,Female,43,HS      ,108353,628,1,1,Citizen    ,0
793,Car ,Female,40,HS      ,95586,585,0,2,Citizen    ,0
794,Car ,Female,43,HS      ,98705,600,0,2,Citizen    ,0
795,Home,Male  ,38,HS      ,77307,585,5,2,Citizen    ,0
796,Car ,Male  ,35,HS      ,94008,693,2,2,Citizen    ,0
797,Home,Female,48,HS      ,115138,503,7,2,Citizen    ,0
798,Car ,Female,46,College ,106310,682,0,2,Citizen    ,0
